questionid,optionA,optionB,answer,reason,GT
999c447b-4462-4fca-ba9e-b8321165080b,jake was having trouble making ends meet. his job did not give him enough hours and he was behind on rent. he decided to start working on mturk for extra money. jake worked long hours the days he did not have to go to work. he made enough money to pay his rent on time!,jake was having trouble making ends meet. his job did not give him enough hours and he was behind on rent. he decided to start working on mturk for extra money. jake worked long hours the days he did not have to go to work. he was able to pay the bills with enough money.,both,both are good,A
999c447b-4462-4fca-ba9e-b8321165080b,jake was having trouble making ends meet. his job did not give him enough hours and he was behind on rent. he decided to start working on mturk for extra money. jake worked long hours the days he did not have to go to work. he made enough money to pay his rent on time!,jake was having trouble making ends meet. his job did not give him enough hours and he was behind on rent. he decided to start working on mturk for extra money. jake worked long hours the days he did not have to go to work. he was able to pay the bills with enough money.,A,A gives the reason why he needed to work hard... not just 'bills' but specifically the rent,A
a17b0e5c-bcce-4147-8d14-0d8ad18bfdeb,rob was an angry gamer. when he got mad at a game yesterday he broke the screen. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in.,rob was an angry gamer. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in. he was able to get a decent deal with a decent price.,A,"B is not logically arranged, but A is quite fluently arranged and makes a good story.",A
a17b0e5c-bcce-4147-8d14-0d8ad18bfdeb,rob was an angry gamer. when he got mad at a game yesterday he broke the screen. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in.,rob was an angry gamer. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in. he was able to get a decent deal with a decent price.,A,The ending of story b does not make sense.,A
a17b0e5c-bcce-4147-8d14-0d8ad18bfdeb,rob was an angry gamer. when he got mad at a game yesterday he broke the screen. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in.,rob was an angry gamer. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in. he was able to get a decent deal with a decent price.,A,he was able to get a decent deal with a decent price.--this sentence in B is not appropriate,A
a17b0e5c-bcce-4147-8d14-0d8ad18bfdeb,rob was an angry gamer. when he got mad at a game yesterday he broke the screen. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in.,rob was an angry gamer. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in. he was able to get a decent deal with a decent price.,A,It makes more sense,A
a17b0e5c-bcce-4147-8d14-0d8ad18bfdeb,rob was an angry gamer. when he got mad at a game yesterday he broke the screen. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in.,rob was an angry gamer. he couldn't play any games without a screen. he dug through his old stuff. he found another screen and plugged it in. he was able to get a decent deal with a decent price.,A,"It doesn't make sense in ""B"" why Rob didn't have a screen and needed to find one.",A
12e3569b-1112-4694-8a87-3fc6427d66da,"one summer, i taught english classes in hong kong. on the first day everyone told me their english name. one girl named herself peonia but her friend told her it wasn't good. she agreed and changed her name. she decided that her new name would be paris instead.","one summer, i taught english classes in hong kong. on the first day everyone told me their english name. i was very interested in the language. she agreed and changed her name. she decided that her new name would be paris instead.",A,Makes more sense in terms of context.,A
12e3569b-1112-4694-8a87-3fc6427d66da,"one summer, i taught english classes in hong kong. on the first day everyone told me their english name. one girl named herself peonia but her friend told her it wasn't good. she agreed and changed her name. she decided that her new name would be paris instead.","one summer, i taught english classes in hong kong. on the first day everyone told me their english name. i was very interested in the language. she agreed and changed her name. she decided that her new name would be paris instead.",A,A is more appropriate,A
12e3569b-1112-4694-8a87-3fc6427d66da,"one summer, i taught english classes in hong kong. on the first day everyone told me their english name. one girl named herself peonia but her friend told her it wasn't good. she agreed and changed her name. she decided that her new name would be paris instead.","one summer, i taught english classes in hong kong. on the first day everyone told me their english name. i was very interested in the language. she agreed and changed her name. she decided that her new name would be paris instead.",A,Only A makes sense as a story. B is very illogical.,A
12e3569b-1112-4694-8a87-3fc6427d66da,"one summer, i taught english classes in hong kong. on the first day everyone told me their english name. one girl named herself peonia but her friend told her it wasn't good. she agreed and changed her name. she decided that her new name would be paris instead.","one summer, i taught english classes in hong kong. on the first day everyone told me their english name. i was very interested in the language. she agreed and changed her name. she decided that her new name would be paris instead.",A,"The letter A makes more sense because in the letter B he says he was interested in the language and then she agreed and changed her name, it makes no sense",A
12e3569b-1112-4694-8a87-3fc6427d66da,"one summer, i taught english classes in hong kong. on the first day everyone told me their english name. one girl named herself peonia but her friend told her it wasn't good. she agreed and changed her name. she decided that her new name would be paris instead.","one summer, i taught english classes in hong kong. on the first day everyone told me their english name. i was very interested in the language. she agreed and changed her name. she decided that her new name would be paris instead.",A,Story B is having inappropriate lines and not meanigful at all,A
ef363f70-6ecc-489c-aa48-e3fae68e1cf8,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,both,"Both stories are clear about the action and who is doing it, and one just offers a small bit of extra/different information that's still relevant.",A
ef363f70-6ecc-489c-aa48-e3fae68e1cf8,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,both,"Both A and B makes sense, but I feel that B is more complete as a story.",A
ef363f70-6ecc-489c-aa48-e3fae68e1cf8,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,both,Both the stories seem complete as he knew what he has found.,A
ef363f70-6ecc-489c-aa48-e3fae68e1cf8,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,B,More interesting,A
ef363f70-6ecc-489c-aa48-e3fae68e1cf8,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,A,A  is appropriate and perfect story,A
a4ba14ed-0528-4ae4-9267-80b5bb2e4ee2,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,both,The both are fine the similar,A
a4ba14ed-0528-4ae4-9267-80b5bb2e4ee2,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,A,it flows well and thus very complete,A
a4ba14ed-0528-4ae4-9267-80b5bb2e4ee2,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,both,both A and B conveys the story in a good way with different ending,A
a4ba14ed-0528-4ae4-9267-80b5bb2e4ee2,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,B,More interesting,A
a4ba14ed-0528-4ae4-9267-80b5bb2e4ee2,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,A,I chose A because B doesn't say why she was upset,A
9dd03310-a393-4c9e-868e-13c3957f9667,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,B,Story B narrateds the story better since A is more confusing and there is no order in narration,B
9dd03310-a393-4c9e-868e-13c3957f9667,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,B,Story A seems a little non-sensical.,B
9dd03310-a393-4c9e-868e-13c3957f9667,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,both,The both are similar and fine,B
9dd03310-a393-4c9e-868e-13c3957f9667,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,both,"Both has the same content, same continuity.",B
9dd03310-a393-4c9e-868e-13c3957f9667,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,B,Only B makes sense.,B
e1141c5d-d32f-4170-a3c7-7fe942f5fc88,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,A,"A, because she won't meet her idol if her ticket doesn't work",A
e1141c5d-d32f-4170-a3c7-7fe942f5fc88,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,A,The option B's last sentence does not make sense.,A
e1141c5d-d32f-4170-a3c7-7fe942f5fc88,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,A,A makes sense. B does not make sense.,A
e1141c5d-d32f-4170-a3c7-7fe942f5fc88,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,A,"In ""B,"" her ticket is NOT accepted, so she should not be meeting her idol.",A
e1141c5d-d32f-4170-a3c7-7fe942f5fc88,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,B,B has a meaning,A
07c2917f-a1c7-414e-89e2-7e2c4ece3034,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,A,"Story A is complete because it has an ending, while Story B ends in a cliffhanger.",A
07c2917f-a1c7-414e-89e2-7e2c4ece3034,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,both,Both are good,A
07c2917f-a1c7-414e-89e2-7e2c4ece3034,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,both,Both A and B have good content and is very logically arranged.,A
07c2917f-a1c7-414e-89e2-7e2c4ece3034,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,both,"Both of the stories make sense, ""B"" just offers an ending that's more up-in-the-air.",A
07c2917f-a1c7-414e-89e2-7e2c4ece3034,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,both,Both are similar and perfect,A
48386a52-0576-41ed-afab-fb8d9b7f97ef,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,both,Both seem to make sense.,B
48386a52-0576-41ed-afab-fb8d9b7f97ef,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,both,both have same meaning,B
48386a52-0576-41ed-afab-fb8d9b7f97ef,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,B,In Story A we can't understand why he decides to burn the t shirts because only in Story B it is said he's a deep conservative despite his name,B
48386a52-0576-41ed-afab-fb8d9b7f97ef,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,B,Only sentences in B are logically arranged to make a story.,B
48386a52-0576-41ed-afab-fb8d9b7f97ef,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,neither,"There appears to be missing information in both stories. Che is named after the Argentinian revolutionary, but he buys shirts and burns them. That doesn't make the most sense unless we are told he hates his name or namesake. Also, he is identified in B as conservative, but he is burning things on the campus lawn. That also doesn't seem appropriate for the story that's set up.",B
d1ac77f8-4ab2-4aad-b947-1a375603eebb,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,B,it is complete because it tells he read about it and got a solution,B
d1ac77f8-4ab2-4aad-b947-1a375603eebb,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,B,Only B makes full sense as a story.,B
d1ac77f8-4ab2-4aad-b947-1a375603eebb,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,A,The first because he began drinking more water after he decided to take a vitamin C,B
d1ac77f8-4ab2-4aad-b947-1a375603eebb,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,B,"B: his solution to drinking more water, makes sense in the writing as opposed to vitamin C intake",B
d1ac77f8-4ab2-4aad-b947-1a375603eebb,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,both,Both makes sense in terms of context.,B
d124426f-6d69-4b21-9357-58deef4df805,"the quarterback threw the ball toward the other team. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.","the quarterback received the ball. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.",both,Both stories tell the information clearly and are clear about who is doing the action.,B
d124426f-6d69-4b21-9357-58deef4df805,"the quarterback threw the ball toward the other team. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.","the quarterback received the ball. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.",B,Story B makes more sense in terms of context.,B
d124426f-6d69-4b21-9357-58deef4df805,"the quarterback threw the ball toward the other team. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.","the quarterback received the ball. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.",both,Both A and B means the same story.,B
d124426f-6d69-4b21-9357-58deef4df805,"the quarterback threw the ball toward the other team. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.","the quarterback received the ball. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.",both,They have a complete meaning,B
d124426f-6d69-4b21-9357-58deef4df805,"the quarterback threw the ball toward the other team. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.","the quarterback received the ball. as soon as his opponents were coming after him, he threw the ball. it was moving towards the wide receiver. however, the opponent caught it. he managed to run towards the opposite side of the field.",B,Only B makes sense and is logical.,B
0324b561-c0bd-42ef-b8c8-ce4656831402,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. she was able to pass her class with a c.,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. monica was able to put more hours into her studying.,B,B has appropriate words,B
0324b561-c0bd-42ef-b8c8-ce4656831402,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. she was able to pass her class with a c.,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. monica was able to put more hours into her studying.,both,Since both story convey same story with different meaningful ending,B
0324b561-c0bd-42ef-b8c8-ce4656831402,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. she was able to pass her class with a c.,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. monica was able to put more hours into her studying.,B,Effort is good,B
0324b561-c0bd-42ef-b8c8-ce4656831402,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. she was able to pass her class with a c.,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. monica was able to put more hours into her studying.,A,I chose the letter A because it has a result about Monica working less hours,B
0324b561-c0bd-42ef-b8c8-ce4656831402,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. she was able to pass her class with a c.,monica was trying to get into medical school. the courses that monica were taking were difficult. monica had trouble studying with her work. she started working less hours. monica was able to put more hours into her studying.,both,Both A and B makes sense as full logical stories.,B
9329dfdb-9d55-469b-9d46-7d3a633ca3d2,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. justin's friend found out he had to work the night of the concert. he decided to buy tickets. justin was able to buy his friend's tickets.,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. one of his friends had tickets to the concert. justin's friend found out he had to work the night of the concert. justin was able to buy his friend's tickets.,both,The both are similar,B
9329dfdb-9d55-469b-9d46-7d3a633ca3d2,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. justin's friend found out he had to work the night of the concert. he decided to buy tickets. justin was able to buy his friend's tickets.,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. one of his friends had tickets to the concert. justin's friend found out he had to work the night of the concert. justin was able to buy his friend's tickets.,B,B is appropriate with perfect sentences to give a complete meaning to the story. Story A has a mistake that his fried wants to buy ticket. but it should be sell instead of buy.,B
9329dfdb-9d55-469b-9d46-7d3a633ca3d2,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. justin's friend found out he had to work the night of the concert. he decided to buy tickets. justin was able to buy his friend's tickets.,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. one of his friends had tickets to the concert. justin's friend found out he had to work the night of the concert. justin was able to buy his friend's tickets.,B,Story B is more accurate depiction of the events. Also Story A is little confusing especially on the part 'he decided to buy tickets',B
9329dfdb-9d55-469b-9d46-7d3a633ca3d2,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. justin's friend found out he had to work the night of the concert. he decided to buy tickets. justin was able to buy his friend's tickets.,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. one of his friends had tickets to the concert. justin's friend found out he had to work the night of the concert. justin was able to buy his friend's tickets.,B,Only B makes sense.,B
9329dfdb-9d55-469b-9d46-7d3a633ca3d2,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. justin's friend found out he had to work the night of the concert. he decided to buy tickets. justin was able to buy his friend's tickets.,justin wanted tickets to see his favorite band. the concert had been sold out for weeks. one of his friends had tickets to the concert. justin's friend found out he had to work the night of the concert. justin was able to buy his friend's tickets.,B,There is a reason that he went and bought the tickets.,B
be77e52f-adf6-4a6c-8519-16d220dca661,"pearl was meeting friends that night in a bar. but before she got there, she was attacked in the street. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.","pearl was meeting friends that night in a bar. she was very nervous and decided to leave early. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.",B,B is more appealing,A
be77e52f-adf6-4a6c-8519-16d220dca661,"pearl was meeting friends that night in a bar. but before she got there, she was attacked in the street. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.","pearl was meeting friends that night in a bar. she was very nervous and decided to leave early. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.",A,Only A makes sense as a complete story. There are missing links in B.,A
be77e52f-adf6-4a6c-8519-16d220dca661,"pearl was meeting friends that night in a bar. but before she got there, she was attacked in the street. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.","pearl was meeting friends that night in a bar. she was very nervous and decided to leave early. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.",A,Makes more sense in terms of context.,A
be77e52f-adf6-4a6c-8519-16d220dca661,"pearl was meeting friends that night in a bar. but before she got there, she was attacked in the street. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.","pearl was meeting friends that night in a bar. she was very nervous and decided to leave early. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.",A,"""B"" doesn't explain why Pearl lost her purse.",A
be77e52f-adf6-4a6c-8519-16d220dca661,"pearl was meeting friends that night in a bar. but before she got there, she was attacked in the street. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.","pearl was meeting friends that night in a bar. she was very nervous and decided to leave early. she had to go to the police station to report her missing purse. and when she finally arrived at the bar, her friends were worried. her ordeal provided a conversation that lasted long into the night.",both,both A and B gave appropriate meaning to the story in a different way,A
24cad594-10d3-4a3a-93db-5f4db39835fc,the cat was hungry and hungry. he went to the animal shelter and looked around. he saw a tiny kitten with big green eyes. he pet him slowly and the cat hissed. ross went back home traumatized and saw he wasn't ready to have a cat.,ross felt ready to have a cat. he went to the animal shelter and looked around. he saw a tiny kitten with big green eyes. he pet him slowly and the cat hissed. ross went back home traumatized and saw he wasn't ready to have a cat.,B,story A  is irrelevant and inappropriate while B is perfect,B
24cad594-10d3-4a3a-93db-5f4db39835fc,the cat was hungry and hungry. he went to the animal shelter and looked around. he saw a tiny kitten with big green eyes. he pet him slowly and the cat hissed. ross went back home traumatized and saw he wasn't ready to have a cat.,ross felt ready to have a cat. he went to the animal shelter and looked around. he saw a tiny kitten with big green eyes. he pet him slowly and the cat hissed. ross went back home traumatized and saw he wasn't ready to have a cat.,B,Makes more sense in terms of context.,B
