input,pred_missing_id (0_indexed),generated_sentence,pred_story,gt_missing_id (0_indexed),gt_sentence,gt_story,questionid,A,B,GT,Generated,amt_answers
bill was riding his skateboard one day. there was a small pebble right in front of him. one of the wheels hit the pebble and threw bill into the air. he ended up chipping a tooth that day.,3,he was playing basketball with his friends.,bill was riding his skateboard one day. there was a small pebble right in front of him. one of the wheels hit the pebble and threw bill into the air. he was playing basketball with his friends. he ended up chipping a tooth that day.,1,He was riding fairly fast but not paying attention to the sidewalk.,bill was riding his skateboard one day. he was riding fairly fast but not paying attention to the sidewalk. there was a small pebble right in front of him. one of the wheels hit the pebble and threw bill into the air. he ended up chipping a tooth that day.,eac8c51a-742e-4839-935c-c3d72d1fe5af,bill was riding his skateboard one day. he was riding fairly fast but not paying attention to the sidewalk. there was a small pebble right in front of him. one of the wheels hit the pebble and threw bill into the air. he ended up chipping a tooth that day.,bill was riding his skateboard one day. there was a small pebble right in front of him. one of the wheels hit the pebble and threw bill into the air. he was playing basketball with his friends. he ended up chipping a tooth that day.,A,B,A A A A A
the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,4,he was going to see something amazing.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,1,He noticed the subtle changes in the sediment.,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,ef363f70-6ecc-489c-aa48-e3fae68e1cf8,the paleontologist slowly trekked along the riverside. he noticed the subtle changes in the sediment. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone.,the paleontologist slowly trekked along the riverside. the rocks slowly changed in frequency and type. an odd piece of stone caught his eye. he knew he was looking at a very large bone. he was going to see something amazing.,A,B,both both both B A
ezra and james wanted pets. they decided they would catch bees and tie a string to it. one bee landed on james and stung him. ezra and james decided to leave the bees alone.,1,they were playing outside.,ezra and james wanted pets. they were playing outside. they decided they would catch bees and tie a string to it. one bee landed on james and stung him. ezra and james decided to leave the bees alone.,2,The string made the bees fly in circles.,ezra and james wanted pets. they decided they would catch bees and tie a string to it. the string made the bees fly in circles. one bee landed on james and stung him. ezra and james decided to leave the bees alone.,55fbea4b-1df5-4e50-afd4-28b1d26cd457,ezra and james wanted pets. they were playing outside. they decided they would catch bees and tie a string to it. one bee landed on james and stung him. ezra and james decided to leave the bees alone.,ezra and james wanted pets. they decided they would catch bees and tie a string to it. the string made the bees fly in circles. one bee landed on james and stung him. ezra and james decided to leave the bees alone.,B,A,both both A B both
"sally and tom couldn't come to an agreement. sally wanted to go to the museum. sally and tom argued over what they should do. sally won, because women always do.",3,sally was very happy with the way she painted her daughter's portrait.,"sally and tom couldn't come to an agreement. sally wanted to go to the museum. sally and tom argued over what they should do. sally was very happy with the way she painted her daughter's portrait. sally won, because women always do.",1,Tom wanted to go to a car show.,"sally and tom couldn't come to an agreement. tom wanted to go to a car show. sally wanted to go to the museum. sally and tom argued over what they should do. sally won, because women always do.",b85e5dd1-0a2d-4164-8610-6cee95f0550d,"sally and tom couldn't come to an agreement. tom wanted to go to a car show. sally wanted to go to the museum. sally and tom argued over what they should do. sally won, because women always do.","sally and tom couldn't come to an agreement. sally wanted to go to the museum. sally and tom argued over what they should do. sally was very happy with the way she painted her daughter's portrait. sally won, because women always do.",A,B,A A A A A
andrea had had a bad night at home with her mom. the next day at school she came in drunk. finally a friend did call her mom. andrea was able to get the help she needed.,1,she was sad that she had no way of going to school.,andrea had had a bad night at home with her mom. she was sad that she had no way of going to school. the next day at school she came in drunk. finally a friend did call her mom. andrea was able to get the help she needed.,2,Everyone was worried and debating telling on her.,andrea had had a bad night at home with her mom. the next day at school she came in drunk. everyone was worried and debating telling on her. finally a friend did call her mom. andrea was able to get the help she needed.,e44ae4bc-9690-44f6-afd6-f8bccca750e6,andrea had had a bad night at home with her mom. she was sad that she had no way of going to school. the next day at school she came in drunk. finally a friend did call her mom. andrea was able to get the help she needed.,andrea had had a bad night at home with her mom. the next day at school she came in drunk. everyone was worried and debating telling on her. finally a friend did call her mom. andrea was able to get the help she needed.,B,A,B B B B A
the family was headed on an adventure. they were going to the amusement park! they'd never ridden roller coasters before. they stood in line for an hour for the new ride.,4,they were so excited to see the famous roller coaster.,the family was headed on an adventure. they were going to the amusement park! they'd never ridden roller coasters before. they stood in line for an hour for the new ride. they were so excited to see the famous roller coaster.,4,"At the last second, they chickened out!","the family was headed on an adventure. they were going to the amusement park! they'd never ridden roller coasters before. they stood in line for an hour for the new ride. at the last second, they chickened out!",52a2c503-a62b-4bad-881a-7d43596f69c0,the family was headed on an adventure. they were going to the amusement park! they'd never ridden roller coasters before. they stood in line for an hour for the new ride. they were so excited to see the famous roller coaster.,"the family was headed on an adventure. they were going to the amusement park! they'd never ridden roller coasters before. they stood in line for an hour for the new ride. at the last second, they chickened out!",B,A,B A both B B
zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,0,she was very sad and upset.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,3,Zoey didn't realize that the cat was in an angry mood.,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,a4ba14ed-0528-4ae4-9267-80b5bb2e4ee2,zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. zoey didn't realize that the cat was in an angry mood. luckily her mom came and saved zoey from being harmed.,she was very sad and upset. zoey was playing in the yard when a stray cat walked up. she liked cats so she attempted to pet the creature. the cat angrily hissed and jumped away. luckily her mom came and saved zoey from being harmed.,A,B,both A both B A
"jon decided he needed to protect himself. jon decided to buy a gun from the black market. eventually, a robber tried to rob jon's house again. jon shot the robber but was arrested for illegal possession.",0,he was a thief and had no idea what to do with his money.,"he was a thief and had no idea what to do with his money. jon decided he needed to protect himself. jon decided to buy a gun from the black market. eventually, a robber tried to rob jon's house again. jon shot the robber but was arrested for illegal possession.",0,Jon's house was robbed in the middle of the night.,"jon's house was robbed in the middle of the night. jon decided he needed to protect himself. jon decided to buy a gun from the black market. eventually, a robber tried to rob jon's house again. jon shot the robber but was arrested for illegal possession.",bef261bc-afd0-48a3-83cc-94c68e1994b5,"he was a thief and had no idea what to do with his money. jon decided he needed to protect himself. jon decided to buy a gun from the black market. eventually, a robber tried to rob jon's house again. jon shot the robber but was arrested for illegal possession.","jon's house was robbed in the middle of the night. jon decided he needed to protect himself. jon decided to buy a gun from the black market. eventually, a robber tried to rob jon's house again. jon shot the robber but was arrested for illegal possession.",B,A,both B B B B
she accidentally bit into a piece of bone. all of a sudden she heard a crack. soon followed an intense pain. she reached into her mouth and pulled out a cracked tooth.,0,maya was eating a peanut butter sandwich.,maya was eating a peanut butter sandwich. she accidentally bit into a piece of bone. all of a sudden she heard a crack. soon followed an intense pain. she reached into her mouth and pulled out a cracked tooth.,0,Glenda was eating a piece of steak.,glenda was eating a piece of steak. she accidentally bit into a piece of bone. all of a sudden she heard a crack. soon followed an intense pain. she reached into her mouth and pulled out a cracked tooth.,7eaca279-4430-4ef2-87f9-2ac7400577fa,glenda was eating a piece of steak. she accidentally bit into a piece of bone. all of a sudden she heard a crack. soon followed an intense pain. she reached into her mouth and pulled out a cracked tooth.,maya was eating a peanut butter sandwich. she accidentally bit into a piece of bone. all of a sudden she heard a crack. soon followed an intense pain. she reached into her mouth and pulled out a cracked tooth.,A,B,A A A A A
he crept to the kitchen and prepared a delicious breakfast. he brought it into his parent's room and gently woke his mom. she sat up sleepily and rubbed her eyes. she smiled as jimmy wished her a happy mother's day.,0,mel heard his mother calling from downstairs.,mel heard his mother calling from downstairs. he crept to the kitchen and prepared a delicious breakfast. he brought it into his parent's room and gently woke his mom. she sat up sleepily and rubbed her eyes. she smiled as jimmy wished her a happy mother's day.,0,Jimmy made sure that his mom was still asleep.,jimmy made sure that his mom was still asleep. he crept to the kitchen and prepared a delicious breakfast. he brought it into his parent's room and gently woke his mom. she sat up sleepily and rubbed her eyes. she smiled as jimmy wished her a happy mother's day.,192220a8-7be9-4e2f-bac7-8441bed431e7,mel heard his mother calling from downstairs. he crept to the kitchen and prepared a delicious breakfast. he brought it into his parent's room and gently woke his mom. she sat up sleepily and rubbed her eyes. she smiled as jimmy wished her a happy mother's day.,jimmy made sure that his mom was still asleep. he crept to the kitchen and prepared a delicious breakfast. he brought it into his parent's room and gently woke his mom. she sat up sleepily and rubbed her eyes. she smiled as jimmy wished her a happy mother's day.,B,A,B B both B B
maria just got her driver's license. her friend all wanted to go to the movies. maria needed money for gas to get there. maria made her friends each give her five bucks for gas.,3,she was able to get her sister a cheap ticket.,maria just got her driver's license. her friend all wanted to go to the movies. maria needed money for gas to get there. she was able to get her sister a cheap ticket. maria made her friends each give her five bucks for gas.,4,Maria filled her tank and had money to spare.,maria just got her driver's license. her friend all wanted to go to the movies. maria needed money for gas to get there. maria made her friends each give her five bucks for gas. maria filled her tank and had money to spare.,7ab6bcb5-9f4d-4303-93f9-193bb7a4fcad,maria just got her driver's license. her friend all wanted to go to the movies. maria needed money for gas to get there. she was able to get her sister a cheap ticket. maria made her friends each give her five bucks for gas.,maria just got her driver's license. her friend all wanted to go to the movies. maria needed money for gas to get there. maria made her friends each give her five bucks for gas. maria filled her tank and had money to spare.,B,A,B B A B B
amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,1,amy was embarrassed when she realized she had no grade.,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,3,She answered the question to the best of her ability.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,9dd03310-a393-4c9e-868e-13c3957f9667,amy was in an online classroom for training for work. amy was embarrassed when she realized she had no grade. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected amy was embarrassed when her answer was incorrect.,amy was in an online classroom for training for work. amy volunteered when the teacher asked since no one else did. the question asked was harder than amy expected she answered the question to the best of her ability. amy was embarrassed when her answer was incorrect.,B,A,B B both both B
"ted had just gotten off work and was headed straight home. it had been a long day and he was somewhat drowsy. when he realized it was a mouse, his foot hit the gas peddle. ted accidentally rear ended a suv in front of him.",2,ted was driving to work one morning.,"ted had just gotten off work and was headed straight home. it had been a long day and he was somewhat drowsy. ted was driving to work one morning. when he realized it was a mouse, his foot hit the gas peddle. ted accidentally rear ended a suv in front of him.",2,He felt something run across his foot as he was driving.,"ted had just gotten off work and was headed straight home. it had been a long day and he was somewhat drowsy. he felt something run across his foot as he was driving. when he realized it was a mouse, his foot hit the gas peddle. ted accidentally rear ended a suv in front of him.",e3a63830-cee3-43e3-8f33-a185ec859e73,"ted had just gotten off work and was headed straight home. it had been a long day and he was somewhat drowsy. he felt something run across his foot as he was driving. when he realized it was a mouse, his foot hit the gas peddle. ted accidentally rear ended a suv in front of him.","ted had just gotten off work and was headed straight home. it had been a long day and he was somewhat drowsy. ted was driving to work one morning. when he realized it was a mouse, his foot hit the gas peddle. ted accidentally rear ended a suv in front of him.",A,B,A A A A A
randy was hired as a russian language translator for a gaming company. randy spoke russian when he was child and quite rusty now. his assignment begins in three months and he is worried. randy was given high marks by the russian gamers.,3,he was very proud of his accomplishment.,randy was hired as a russian language translator for a gaming company. randy spoke russian when he was child and quite rusty now. his assignment begins in three months and he is worried. he was very proud of his accomplishment. randy was given high marks by the russian gamers.,3,Randy bought a program and studied hard day and night.,randy was hired as a russian language translator for a gaming company. randy spoke russian when he was child and quite rusty now. his assignment begins in three months and he is worried. randy bought a program and studied hard day and night. randy was given high marks by the russian gamers.,297a9045-851b-4e4a-b62f-2dd946e295a4,randy was hired as a russian language translator for a gaming company. randy spoke russian when he was child and quite rusty now. his assignment begins in three months and he is worried. he was very proud of his accomplishment. randy was given high marks by the russian gamers.,randy was hired as a russian language translator for a gaming company. randy spoke russian when he was child and quite rusty now. his assignment begins in three months and he is worried. randy bought a program and studied hard day and night. randy was given high marks by the russian gamers.,B,A,B B B B B
catherine grabbed her coloring books. she enjoys coloring to unwind. she spends hours coloring swirls and pictures. she does a good job staying in the lines.,3,she hangs them all over her living room.,catherine grabbed her coloring books. she enjoys coloring to unwind. she spends hours coloring swirls and pictures. she hangs them all over her living room. she does a good job staying in the lines.,4,Catherine is happy with the picture she colored.,catherine grabbed her coloring books. she enjoys coloring to unwind. she spends hours coloring swirls and pictures. she does a good job staying in the lines. catherine is happy with the picture she colored.,ab1b2b2d-d08f-41be-bba1-7a44d9f622bd,catherine grabbed her coloring books. she enjoys coloring to unwind. she spends hours coloring swirls and pictures. she does a good job staying in the lines. catherine is happy with the picture she colored.,catherine grabbed her coloring books. she enjoys coloring to unwind. she spends hours coloring swirls and pictures. she hangs them all over her living room. she does a good job staying in the lines.,A,B,both both both both B
"he hadn't meant to spill it. so he was only made to apologize. even though her brother apologized, kate was still upset. she was forced to start her drawing from the very beginning.",0,he was angry at his wife.,"he was angry at his wife. he hadn't meant to spill it. so he was only made to apologize. even though her brother apologized, kate was still upset. she was forced to start her drawing from the very beginning.",0,Kate's brother spilled soda on her sketch.,"kate's brother spilled soda on her sketch. he hadn't meant to spill it. so he was only made to apologize. even though her brother apologized, kate was still upset. she was forced to start her drawing from the very beginning.",5fb94deb-09bd-4822-801f-6c062848c966,"kate's brother spilled soda on her sketch. he hadn't meant to spill it. so he was only made to apologize. even though her brother apologized, kate was still upset. she was forced to start her drawing from the very beginning.","he was angry at his wife. he hadn't meant to spill it. so he was only made to apologize. even though her brother apologized, kate was still upset. she was forced to start her drawing from the very beginning.",A,B,A A A A A
sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in.,4,she is going to meet her idol.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,4,Sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,e1141c5d-d32f-4170-a3c7-7fe942f5fc88,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. sam went home crying after not seeing her favorite artist.,sam was on her way to see her favorite music artist. she couldn't wait to get to the concert. she gets there and gives her ticket to get in. her ticket is not accepted and she is not allowed in. she is going to meet her idol.,A,B,A A A A B
"she decided to open up a bottle. when she tried it, it was good. jelly was mad though, about the smell. it was too strong for her.",0,kelly was making some cookies.,"kelly was making some cookies. she decided to open up a bottle. when she tried it, it was good. jelly was mad though, about the smell. it was too strong for her.",0,Jelly liked wine.,"jelly liked wine. she decided to open up a bottle. when she tried it, it was good. jelly was mad though, about the smell. it was too strong for her.",2eef5bc8-e79f-4070-9d18-8b1e8361cdc9,"kelly was making some cookies. she decided to open up a bottle. when she tried it, it was good. jelly was mad though, about the smell. it was too strong for her.","jelly liked wine. she decided to open up a bottle. when she tried it, it was good. jelly was mad though, about the smell. it was too strong for her.",B,A,neither B B neither B
greg went to the local mall. he found a store that sold comic books. he grabbed as many as he could carry. it was only then that he remembered he left his money at home.,2,he decided to go to the mall.,greg went to the local mall. he found a store that sold comic books. he decided to go to the mall. he grabbed as many as he could carry. it was only then that he remembered he left his money at home.,3,"Struggling to hold them all, he walked up to the register.","greg went to the local mall. he found a store that sold comic books. he grabbed as many as he could carry. struggling to hold them all, he walked up to the register. it was only then that he remembered he left his money at home.",d05224ed-2451-4cb5-86f1-bcb70de19792,greg went to the local mall. he found a store that sold comic books. he decided to go to the mall. he grabbed as many as he could carry. it was only then that he remembered he left his money at home.,"greg went to the local mall. he found a store that sold comic books. he grabbed as many as he could carry. struggling to hold them all, he walked up to the register. it was only then that he remembered he left his money at home.",B,A,B both B B B
"since the questions were complicated, i was extremely nervous. despite believing that i've failed, i turned the exam in. the teacher handed the exams back to us the next day. i ended up receiving a b.",0,my teacher gave us a test.,"my teacher gave us a test. since the questions were complicated, i was extremely nervous. despite believing that i've failed, i turned the exam in. the teacher handed the exams back to us the next day. i ended up receiving a b.",0,I took my class final in math today.,"i took my class final in math today. since the questions were complicated, i was extremely nervous. despite believing that i've failed, i turned the exam in. the teacher handed the exams back to us the next day. i ended up receiving a b.",fab568a7-0ad3-4719-a86c-00ad3ab066a8,"i took my class final in math today. since the questions were complicated, i was extremely nervous. despite believing that i've failed, i turned the exam in. the teacher handed the exams back to us the next day. i ended up receiving a b.","my teacher gave us a test. since the questions were complicated, i was extremely nervous. despite believing that i've failed, i turned the exam in. the teacher handed the exams back to us the next day. i ended up receiving a b.",A,B,both neither B B B
he performed a cross-over on gary and made a lay-up. gary got up from the floor in a furious manner. he pushed ron. the referee called a flagrant foul on gary and he was ejected.,0,gary was playing basketball with gary.,gary was playing basketball with gary. he performed a cross-over on gary and made a lay-up. gary got up from the floor in a furious manner. he pushed ron. the referee called a flagrant foul on gary and he was ejected.,0,Ron was running with the basketball.,ron was running with the basketball. he performed a cross-over on gary and made a lay-up. gary got up from the floor in a furious manner. he pushed ron. the referee called a flagrant foul on gary and he was ejected.,40a6986d-f4dc-407a-af1f-ec315394e243,gary was playing basketball with gary. he performed a cross-over on gary and made a lay-up. gary got up from the floor in a furious manner. he pushed ron. the referee called a flagrant foul on gary and he was ejected.,ron was running with the basketball. he performed a cross-over on gary and made a lay-up. gary got up from the floor in a furious manner. he pushed ron. the referee called a flagrant foul on gary and he was ejected.,B,A,B both B B B
drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast.,4,he was determined to make the team this year!,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,4,He ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,07c2917f-a1c7-414e-89e2-7e2c4ece3034,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he ended up making the team and becoming the star player.,drew wanted to try out for the football team. but he was too slow and too little to play. he spent all summer lifting weight and doing sprints. he gained ten pounds of muscle and became very fast. he was determined to make the team this year!,A,B,A both both both both
"jill wanted to take her daughter ally shoe shopping. the two of them went to steve madden on fifth avenue to look. as soon as they walked in, ally grabbed about four pairs of shoes. jill ended up buying all of them for her.",2,she was so happy to be able to buy her own shoes.,"jill wanted to take her daughter ally shoe shopping. the two of them went to steve madden on fifth avenue to look. she was so happy to be able to buy her own shoes. as soon as they walked in, ally grabbed about four pairs of shoes. jill ended up buying all of them for her.",3,Each one fit perfectly.,"jill wanted to take her daughter ally shoe shopping. the two of them went to steve madden on fifth avenue to look. as soon as they walked in, ally grabbed about four pairs of shoes. each one fit perfectly. jill ended up buying all of them for her.",ed994f07-be10-4040-aeeb-ef4dfbdac4e2,"jill wanted to take her daughter ally shoe shopping. the two of them went to steve madden on fifth avenue to look. she was so happy to be able to buy her own shoes. as soon as they walked in, ally grabbed about four pairs of shoes. jill ended up buying all of them for her.","jill wanted to take her daughter ally shoe shopping. the two of them went to steve madden on fifth avenue to look. as soon as they walked in, ally grabbed about four pairs of shoes. each one fit perfectly. jill ended up buying all of them for her.",B,A,both both B B both
my wife had decided to surprise me with a puppy. as we grew older together the wife left me but i still had my friend. slowly but surely the puppy turned into a dog. my heart broke when i had to take him to the vet for a final rest.,1,i took the puppy home and we became best friends.,my wife had decided to surprise me with a puppy. i took the puppy home and we became best friends. as we grew older together the wife left me but i still had my friend. slowly but surely the puppy turned into a dog. my heart broke when i had to take him to the vet for a final rest.,1,The puppy quickly grew and became my best friend.,my wife had decided to surprise me with a puppy. the puppy quickly grew and became my best friend. as we grew older together the wife left me but i still had my friend. slowly but surely the puppy turned into a dog. my heart broke when i had to take him to the vet for a final rest.,d25bbaad-3f6f-415e-bd3c-e5d4728e5e8c,my wife had decided to surprise me with a puppy. the puppy quickly grew and became my best friend. as we grew older together the wife left me but i still had my friend. slowly but surely the puppy turned into a dog. my heart broke when i had to take him to the vet for a final rest.,my wife had decided to surprise me with a puppy. i took the puppy home and we became best friends. as we grew older together the wife left me but i still had my friend. slowly but surely the puppy turned into a dog. my heart broke when i had to take him to the vet for a final rest.,A,B,A both B both both
they were moving into a brand new house! the movers took all their things over in a huge truck. they unpacked it all carefully. they were happy to finally have their own home.,0,the family was moving to a new house.,the family was moving to a new house. they were moving into a brand new house! the movers took all their things over in a huge truck. they unpacked it all carefully. they were happy to finally have their own home.,0,The family was so proud and excited.,the family was so proud and excited. they were moving into a brand new house! the movers took all their things over in a huge truck. they unpacked it all carefully. they were happy to finally have their own home.,31b5c666-09a5-4e79-bf89-a00b0fd5d8bd,the family was moving to a new house. they were moving into a brand new house! the movers took all their things over in a huge truck. they unpacked it all carefully. they were happy to finally have their own home.,the family was so proud and excited. they were moving into a brand new house! the movers took all their things over in a huge truck. they unpacked it all carefully. they were happy to finally have their own home.,B,A,B both B both both
tom was a middle school student. he signed up for a woodshop class. he used many pieces of construction equipment. he made a large wooden chair he brought home.,2,he decided to build a table.,tom was a middle school student. he signed up for a woodshop class. he decided to build a table. he used many pieces of construction equipment. he made a large wooden chair he brought home.,2,He learned a lot about making things with wood.,tom was a middle school student. he signed up for a woodshop class. he learned a lot about making things with wood. he used many pieces of construction equipment. he made a large wooden chair he brought home.,c7328dcf-ea65-47de-b210-0e5caa8b50fd,tom was a middle school student. he signed up for a woodshop class. he learned a lot about making things with wood. he used many pieces of construction equipment. he made a large wooden chair he brought home.,tom was a middle school student. he signed up for a woodshop class. he decided to build a table. he used many pieces of construction equipment. he made a large wooden chair he brought home.,A,B,both A A A A
che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,2,he was a student in high school.,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,1,The only problem was Che was deeply conservative.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,48386a52-0576-41ed-afab-fb8d9b7f97ef,che was named after the argentinian revolutionary. he bought a bunch of che guevara t-shirts from hot topic. he was a student in high school. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,che was named after the argentinian revolutionary. the only problem was che was deeply conservative. he bought a bunch of che guevara t-shirts from hot topic. he burned them on the lawn of his university campus. everyone wrongly thought he was starting a protest against the school.,B,A,both both B B neither
i was at the mall last week. i noticed my friend's wife. when i told my friend he accused her of cheating. it turned out to be her cousin.,1,i was talking to my friend.,i was at the mall last week. i was talking to my friend. i noticed my friend's wife. when i told my friend he accused her of cheating. it turned out to be her cousin.,2,She was with another man.,i was at the mall last week. i noticed my friend's wife. she was with another man. when i told my friend he accused her of cheating. it turned out to be her cousin.,b625782e-aca9-449a-9fc5-5fb0c15a467e,i was at the mall last week. i noticed my friend's wife. she was with another man. when i told my friend he accused her of cheating. it turned out to be her cousin.,i was at the mall last week. i was talking to my friend. i noticed my friend's wife. when i told my friend he accused her of cheating. it turned out to be her cousin.,A,B,A A both A A
she gets a treatment for it every other week. i go with her sometimes to keep her company. she's always positive and i never understood why until i asked. pointing she said because kids like him get sick and they still smile.,0,my wife has a new boyfriend.,my wife has a new boyfriend. she gets a treatment for it every other week. i go with her sometimes to keep her company. she's always positive and i never understood why until i asked. pointing she said because kids like him get sick and they still smile.,0,My mom has a rare blood disease.,my mom has a rare blood disease. she gets a treatment for it every other week. i go with her sometimes to keep her company. she's always positive and i never understood why until i asked. pointing she said because kids like him get sick and they still smile.,0f1c61e8-e710-4b64-9194-61dba6996dce,my mom has a rare blood disease. she gets a treatment for it every other week. i go with her sometimes to keep her company. she's always positive and i never understood why until i asked. pointing she said because kids like him get sick and they still smile.,my wife has a new boyfriend. she gets a treatment for it every other week. i go with her sometimes to keep her company. she's always positive and i never understood why until i asked. pointing she said because kids like him get sick and they still smile.,A,B,A neither A A A
i was repairing my fence. i decided to use a nail gun to repair the posts. i accidentally shot a nail through my hand. now my hand was stuck to the post.,4,i was able to get the nail out.,i was repairing my fence. i decided to use a nail gun to repair the posts. i accidentally shot a nail through my hand. now my hand was stuck to the post. i was able to get the nail out.,4,I realized I should be more careful when repairing fences.,i was repairing my fence. i decided to use a nail gun to repair the posts. i accidentally shot a nail through my hand. now my hand was stuck to the post. i realized i should be more careful when repairing fences.,2df1d714-9111-4378-8da3-b9c6182e90b7,i was repairing my fence. i decided to use a nail gun to repair the posts. i accidentally shot a nail through my hand. now my hand was stuck to the post. i realized i should be more careful when repairing fences.,i was repairing my fence. i decided to use a nail gun to repair the posts. i accidentally shot a nail through my hand. now my hand was stuck to the post. i was able to get the nail out.,A,B,B both B both both
the man was in the desert. he didn't have a water bottle. the sun blinded him and blistered his skin. he cried out upon seeing a dried stream bed.,2,he went to check on it.,the man was in the desert. he didn't have a water bottle. he went to check on it. the sun blinded him and blistered his skin. he cried out upon seeing a dried stream bed.,4,For there was a gas station right next to it.,the man was in the desert. he didn't have a water bottle. the sun blinded him and blistered his skin. he cried out upon seeing a dried stream bed. for there was a gas station right next to it.,c54e2234-5f42-499e-aea5-2b15785fc2ae,the man was in the desert. he didn't have a water bottle. he went to check on it. the sun blinded him and blistered his skin. he cried out upon seeing a dried stream bed.,the man was in the desert. he didn't have a water bottle. the sun blinded him and blistered his skin. he cried out upon seeing a dried stream bed. for there was a gas station right next to it.,B,A,B neither A A A
sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,2,he decided to take a vitamin c.,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,1,He decided to read about how he could fix it.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,d1ac77f8-4ab2-4aad-b947-1a375603eebb,sam always felt really sick and uncomfortable. he learned that he didn't drink nearly enough water. he decided to take a vitamin c. he began drinking more water each day. soon he felt much better.,sam always felt really sick and uncomfortable. he decided to read about how he could fix it. he learned that he didn't drink nearly enough water. he began drinking more water each day. soon he felt much better.,B,A,B B A B both
